Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
44,Travel_Rarely,478,Sales,6,4,Marketing,1,1293,3,Female,50,2,3,Sales Executive,3,Single,10947,18328,3,Y,No,7,3,2,80,0,24,3,1,22,7,16,18
37,Travel_Rarely,515,Research & Development,2,4,Life Sciences,1,1294,1,Female,64,1,2,Manufacturing Director,1,Married,6654,2788,9,Y,Yes,23,2,4,80,0,19,2,3,17,14,6,13
29,Travel_Frequently,198,Research & Development,2,3,Life Sciences,1,1296,4,Male,53,2,1,Laboratory Technician,5,Married,4524,14578,1,Y,Yes,17,3,1,80,1,3,2,4,3,2,3,3
52,Travel_Frequently,871,Research & Development,6,2,Medical,1,1297,2,Female,36,2,1,Laboratory Technician,3,Single,3037,3831,0,Y,Yes,7,2,1,80,0,9,6,2,8,0,8,8
31,Non-Travel,1055,Research & Development,18,2,Medical,1,1298,4,Female,86,1,2,Manufacturing Director,4,Single,5775,15430,7,Y,Yes,23,5,4,80,0,11,3,3,9,4,2,0
29,Travel_Rarely,576,Research & Development,1,3,Technical Degree,1,1301,2,Male,76,3,1,Research Scientist,1,Single,2184,4259,2,Y,No,5,3,1,80,0,6,2,2,4,2,2,3
26,Travel_Rarely,239,Research & Development,1,3,Medical,1,1303,2,Female,36,3,1,Research Scientist,1,Single,2201,16947,1,Y,No,5,3,3,80,0,3,1,2,3,2,3,2
33,Travel_Rarely,634,Sales,8,3,Medical,1,1304,3,Male,59,4,2,Sales Executive,4,Married,7265,12278,1,Y,No,17,3,3,80,2,11,5,4,11,7,1,9
46,Travel_Frequently,473,Research & Development,25,3,Medical,1,1306,1,Female,108,3,5,Manager,3,Single,22215,16946,3,Y,No,23,4,4,80,0,23,2,3,1,0,1,1
40,Travel_Rarely,371,Research & Development,13,4,Medical,1,1307,3,Female,85,2,4,Manager,1,Divorced,17979,15601,6,Y,No,5,3,3,80,2,22,6,3,20,9,16,3
59,Travel_Rarely,1018,Research & Development,23,4,Life Sciences,1,1308,1,Male,106,1,3,Research Director,4,Divorced,2491,31291,1,Y,No,5,4,2,80,2,3,4,3,3,0,0,3
31,Travel_Rarely,1166,Research & Development,6,3,Technical Degree,1,1311,1,Female,49,2,2,Laboratory Technician,4,Married,4858,24222,0,Y,No,5,4,4,80,1,11,4,3,10,2,7,8
37,Travel_Rarely,293,Research & Development,10,4,Technical Degree,1,1312,2,Female,57,3,3,Healthcare Representative,3,Married,7591,5172,3,Y,No,7,3,1,80,0,11,0,3,8,7,2,8
47,Travel_Rarely,1387,Human Resources,1,2,Life Sciences,1,1314,4,Female,62,1,1,Human Resources,1,Single,4210,32140,6,Y,No,23,5,4,80,0,11,3,4,8,6,6,8
29,Non-Travel,1919,Research & Development,1,3,Life Sciences,1,1315,4,Female,72,0,2,Laboratory Technician,4,Divorced,7008,21310,0,Y,No,5,5,1,80,3,11,7,1,10,8,8,6
51,Travel_Rarely,1355,Research & Development,14,3,Life Sciences,1,1317,2,Female,44,3,4,Research Director,0,Married,17724,22983,4,Y,Yes,5,2,2,80,0,26,1,3,4,2,2,3
31,Travel_Rarely,571,Research & Development,17,4,Medical,1,1321,2,Female,86,3,3,Manager,1,Married,13227,23334,1,Y,Yes,11,2,4,80,2,10,5,3,10,1,1,9
40,Travel_Rarely,576,Research & Development,18,2,Life Sciences,1,1322,1,Male,35,3,2,Manufacturing Director,1,Single,5214,14687,0,Y,Yes,15,3,4,80,0,10,3,3,9,7,2,8
32,Non-Travel,704,Sales,2,4,Life Sciences,1,1324,2,Female,68,3,3,Sales Executive,1,Divorced,11921,10722,1,Y,Yes,21,2,1,80,2,11,7,4,11,8,10,7
42,Non-Travel,282,Sales,8,2,Medical,1,1329,1,Male,44,1,2,Sales Executive,4,Married,6459,24281,1,Y,No,5,3,4,80,0,20,6,3,20,2,12,10
43,Non-Travel,507,Research & Development,2,1,Life Sciences,1,1334,3,Male,38,3,4,Manager,4,Married,18754,27247,0,Y,Yes,5,4,4,80,0,22,3,1,21,8,3,11
56,Travel_Rarely,254,Research & Development,2,2,Medical,1,1336,4,Female,52,1,5,Manager,1,Married,21298,6293,4,Y,No,11,2,2,80,1,24,3,3,20,9,10,0
57,Travel_Rarely,227,Human Resources,6,4,Life Sciences,1,1338,5,Male,109,3,5,Manager,1,Single,22477,4424,6,Y,No,14,2,4,80,0,37,4,3,8,3,8,8
41,Non-Travel,481,Research & Development,12,2,Life Sciences,1,1340,4,Male,78,3,1,Research Scientist,1,Divorced,3721,8959,9,Y,No,5,2,1,80,1,7,3,3,5,2,1,1
35,Travel_Rarely,967,Research & Development,9,3,Life Sciences,1,1344,4,Male,88,3,3,Healthcare Representative,1,Divorced,9775,5631,0,Y,No,15,4,4,80,1,11,3,1,10,7,2,7
41,Travel_Rarely,732,Research & Development,2,3,Life Sciences,1,1346,4,Male,137,4,3,Research Director,4,Single,4894,31437,1,Y,No,5,2,4,80,0,10,4,1,10,0,0,9
42,Travel_Frequently,1018,Sales,1,3,Marketing,1,1349,1,Female,66,3,2,Sales Executive,1,Divorced,4308,4297,0,Y,No,5,2,2,80,1,11,5,4,10,3,2,8
36,Travel_Frequently,494,Research & Development,3,4,Life Sciences,1,1350,4,Male,89,3,2,Research Scientist,1,Married,4971,2757,1,Y,Yes,17,4,1,80,0,10,5,3,10,6,2,2
52,Travel_Rarely,847,Human Resources,5,3,Life Sciences,1,1352,3,Male,92,3,4,Manager,1,Married,14727,19347,1,Y,Yes,5,3,4,80,1,34,3,3,34,9,1,11
39,Travel_Rarely,1110,Sales,2,2,Life Sciences,1,1355,1,Female,34,3,2,Sales Executive,1,Divorced,8065,21407,3,Y,No,17,4,5,80,1,12,3,3,8,7,2,8
35,Travel_Rarely,520,Sales,15,2,Medical,1,1356,1,Female,68,3,2,Sales Executive,1,Single,6431,24142,1,Y,No,5,2,5,80,0,11,8,4,11,8,10,7
26,Travel_Rarely,882,Research & Development,29,1,Medical,1,1358,3,Male,67,1,1,Laboratory Technician,2,Married,3926,9075,3,Y,No,7,2,3,80,3,8,6,2,4,2,2,0
41,Travel_Rarely,296,Research & Development,1,4,Life Sciences,1,1361,1,Male,79,3,1,Laboratory Technician,1,Married,2506,6086,3,Y,No,5,2,1,80,1,8,2,3,5,2,1,4
37,Travel_Frequently,622,Sales,7,3,Marketing,1,1362,0,Female,85,1,2,Sales Executive,1,Married,5428,2318,2,Y,Yes,17,3,5,80,1,18,5,1,16,7,7,14
49,Travel_Rarely,941,Research & Development,4,3,Life Sciences,1,1363,5,Male,59,3,3,Manufacturing Director,2,Single,9241,20577,1,Y,No,17,4,1,80,0,12,2,3,11,9,1,9
28,Travel_Rarely,1356,Sales,8,3,Medical,1,1364,1,Female,103,4,1,Sales Representative,2,Married,2661,6853,8,Y,No,5,4,4,80,1,6,4,3,2,0,1,1
52,Travel_Rarely,1265,Research & Development,8,2,Technical Degree,1,1367,4,Female,74,1,4,Manufacturing Director,2,Single,13799,21995,3,Y,No,5,3,1,80,0,30,-2,2,6,2,1,4
19,Non-Travel,1124,Research & Development,1,3,Life Sciences,1,1368,4,Female,97,3,1,Laboratory Technician,2,Single,1692,19305,1,Y,No,5,3,3,80,0,1,5,1,1,0,1,1
36,Travel_Rarely,837,Research & Development,2,3,Medical,1,1369,4,Female,61,2,2,Laboratory Technician,1,Married,6275,11117,0,Y,No,17,3,1,80,1,11,3,3,10,7,1,1
28,Travel_Frequently,872,Sales,2,1,Life Sciences,1,1371,5,Male,47,0,2,Sales Executive,2,Single,5933,22431,3,Y,No,17,2,4,80,0,9,3,3,7,2,1,1
57,Travel_Rarely,1917,Research & Development,23,3,Life Sciences,1,1373,4,Male,95,3,4,Manufacturing Director,4,Married,16216,25529,4,Y,Yes,21,5,3,80,2,34,3,3,20,16,16,10
35,Non-Travel,1399,Research & Development,26,1,Technical Degree,1,1374,3,Female,129,2,3,Research Director,4,Divorced,2455,22247,1,Y,No,21,5,4,80,3,6,2,3,6,0,0,1
41,Travel_Rarely,1262,Research & Development,2,1,Medical,1,1375,2,Female,93,4,2,Healthcare Representative,1,Divorced,7461,14582,5,Y,No,17,2,4,80,3,16,3,3,13,11,12,9
35,Travel_Rarely,299,Research & Development,29,3,Medical,1,1377,4,Male,90,3,2,Laboratory Technician,4,Married,5700,18366,4,Y,Yes,5,3,1,80,2,11,3,3,9,7,8,0
39,Travel_Frequently,624,Research & Development,14,3,Life Sciences,1,1382,2,Male,51,4,1,Research Scientist,2,Divorced,2897,14173,1,Y,No,11,3,2,80,3,5,2,3,5,2,1,4
35,Travel_Rarely,485,Research & Development,1,4,Technical Degree,1,1383,1,Female,118,3,2,Healthcare Representative,4,Married,8091,7396,1,Y,No,21,4,4,80,0,15,3,5,15,11,5,0
29,Travel_Rarely,754,Sales,26,3,Life Sciences,1,1387,1,Male,49,1,2,Sales Executive,1,Married,5527,24838,1,Y,No,17,2,1,80,1,6,0,3,6,3,1,0
40,Travel_Rarely,1648,Sales,42,4,Life Sciences,1,1390,4,Male,48,2,2,Sales Executive,5,Married,7160,3924,3,Y,Yes,17,4,5,80,2,9,2,4,6,4,2,5
52,Travel_Frequently,595,Sales,2,3,Marketing,1,1391,4,Male,57,3,3,Sales Executive,4,Married,11126,16935,2,Y,No,5,4,2,80,0,15,7,3,5,2,4,3
42,Travel_Frequently,1680,Research & Development,22,3,Life Sciences,1,1392,4,Female,105,3,3,Research Director,4,Divorced,5740,19534,3,Y,Yes,5,5,2,80,3,13,7,2,7,0,0,4
38,Travel_Rarely,1583,Research & Development,6,1,Life Sciences,1,1394,1,Male,59,3,1,Research Scientist,3,Divorced,3505,5700,7,Y,Yes,17,3,4,80,0,9,2,4,7,4,2,4
34,Travel_Frequently,1222,Sales,5,1,Life Sciences,1,1395,2,Male,67,3,2,Sales Executive,4,Divorced,11398,21222,6,Y,No,14,3,0,80,0,9,5,4,6,4,2,3
33,Travel_Rarely,524,Sales,2,1,Marketing,1,1396,1,Male,38,3,2,Sales Executive,4,Married,4282,21522,0,Y,Yes,5,4,1,80,3,5,3,1,4,2,2,0
40,Non-Travel,1337,Research & Development,25,2,Life Sciences,1,1397,3,Male,64,1,3,Healthcare Representative,1,Divorced,11684,3104,3,Y,No,7,2,1,80,1,14,5,3,7,4,1,6
26,Travel_Rarely,1441,Sales,18,1,Life Sciences,1,1399,1,Male,98,4,2,Sales Executive,4,Married,6544,13101,2,Y,No,5,2,2,80,0,7,3,2,4,2,2,3
53,Travel_Frequently,419,Research & Development,28,2,Medical,1,1401,2,Female,77,1,4,Manufacturing Director,1,Divorced,16294,12650,2,Y,Yes,23,2,1,80,1,25,5,2,6,3,1,3
44,Travel_Rarely,1302,Research & Development,6,3,Medical,1,1402,1,Female,102,2,3,Research Director,3,Single,5020,28004,1,Y,Yes,23,4,2,80,0,21,5,0,21,0,0,9
28,Travel_Rarely,205,Sales,5,3,Marketing,1,1403,4,Female,98,2,2,Sales Executive,4,Divorced,6057,7100,1,Y,Yes,5,3,2,80,0,7,6,3,7,2,5,5
27,Travel_Rarely,820,Research & Development,2,1,Medical,1,1407,3,Male,43,2,3,Research Director,4,Single,4099,4860,0,Y,No,5,4,4,80,0,6,4,3,5,0,0,2
43,Travel_Rarely,1262,Human Resources,10,3,Human Resources,1,1408,4,Female,34,3,4,Manager,1,Married,19655,18278,0,Y,No,17,4,1,80,1,22,8,1,21,7,1,10
53,Travel_Rarely,284,Research & Development,4,4,Other,1,1409,4,Female,59,1,1,Laboratory Technician,1,Divorced,3098,19099,9,Y,No,5,3,4,80,0,13,4,1,6,4,1,5
38,Travel_Rarely,1499,Research & Development,11,3,Medical,1,1411,1,Female,96,1,1,Laboratory Technician,4,Single,4173,19584,4,Y,No,15,3,1,80,0,9,6,3,4,2,1,3
36,Travel_Frequently,205,Research & Development,9,2,Life Sciences,1,1412,1,Male,61,1,3,Manufacturing Director,4,Single,10954,20443,2,Y,No,17,2,1,80,0,11,2,3,3,2,3,3
26,Travel_Rarely,996,Research & Development,1,3,Technical Degree,1,1415,1,Male,85,1,1,Laboratory Technician,4,Married,3681,5156,4,Y,No,14,2,2,80,1,8,3,2,4,2,1,3
27,Travel_Rarely,652,Research & Development,7,3,Other,1,1417,3,Male,100,5,1,Laboratory Technician,1,Single,3828,23577,0,Y,No,7,3,3,80,0,9,4,3,8,7,1,8
30,Travel_Rarely,332,Human Resources,13,3,Other,1,1419,1,Male,51,2,3,Human Resources,1,Single,8387,9769,1,Y,No,5,3,1,80,0,11,3,2,11,9,1,10
55,Travel_Rarely,995,Research & Development,1,3,Medical,1,1422,1,Female,55,3,4,Research Director,5,Married,19754,5793,6,Y,No,14,4,4,80,0,30,4,2,21,7,13,8
59,Travel_Rarely,1081,Research & Development,2,3,Medical,1,1423,5,Female,78,3,5,Research Director,1,Married,22459,23017,3,Y,Yes,14,3,4,80,1,33,3,3,10,8,2,6
56,Travel_Rarely,1250,Research & Development,1,4,Medical,1,1424,1,Male,89,4,4,Research Director,2,Divorced,17236,13655,2,Y,Yes,17,4,5,80,2,32,4,4,8,7,1,1
37,Travel_Rarely,1057,Sales,5,4,Marketing,1,1425,1,Female,89,1,2,Sales Executive,1,Single,9742,18687,3,Y,Yes,5,3,2,80,0,16,5,3,6,4,1,2
31,Travel_Rarely,941,Sales,7,4,Marketing,1,1428,2,Female,80,3,2,Sales Executive,1,Divorced,5018,14037,7,Y,No,5,3,1,80,2,9,4,3,4,2,1,3
32,Travel_Rarely,182,Research & Development,12,5,Life Sciences,1,1430,1,Female,93,3,4,Research Director,1,Single,17243,8847,3,Y,No,5,3,1,80,0,10,3,4,4,2,2,1
35,Travel_Frequently,574,Research & Development,1,4,Other,1,1431,5,Male,93,1,1,Research Scientist,1,Divorced,3445,20791,5,Y,No,15,3,1,80,2,11,-1,3,5,3,2,4
28,Travel_Rarely,1411,Research & Development,11,1,Life Sciences,1,1434,4,Male,93,3,1,Laboratory Technician,1,Married,2414,7871,0,Y,No,15,2,1,80,0,7,2,4,6,0,2,5
37,Travel_Rarely,181,Research & Development,3,4,Life Sciences,1,1435,0,Male,39,4,2,Laboratory Technician,2,Single,6623,23734,1,Y,No,14,4,1,80,0,11,2,2,11,4,2,9
37,Travel_Rarely,362,Sales,24,4,Marketing,1,1436,4,Female,108,2,2,Sales Executive,4,Married,6438,14843,4,Y,No,14,3,1,80,2,12,3,4,4,2,1,3
48,Travel_Rarely,512,Research & Development,1,3,Technical Degree,1,1438,4,Male,81,3,1,Research Scientist,2,Married,3933,11226,7,Y,No,15,3,4,80,1,18,4,1,7,5,2,3
38,Non-Travel,1554,Research & Development,5,2,Technical Degree,1,1440,3,Male,92,4,1,Laboratory Technician,4,Married,4025,28017,0,Y,No,15,3,1,80,0,8,2,1,7,5,2,4
57,Travel_Rarely,1757,Research & Development,1,2,Life Sciences,1,1441,1,Female,126,3,3,Research Director,3,Married,2169,14692,2,Y,No,5,4,4,80,2,6,1,5,4,0,0,1
48,Travel_Rarely,377,Research & Development,2,4,Medical,1,1443,0,Female,86,1,4,Research Director,4,Married,18027,28038,3,Y,No,5,3,1,80,2,27,2,4,21,17,6,7
25,Travel_Rarely,1550,Sales,8,1,Medical,1,1445,5,Female,44,3,2,Sales Executive,4,Married,4370,15972,1,Y,Yes,5,4,3,80,2,6,5,3,6,4,1,4
33,Travel_Rarely,661,Sales,7,5,Marketing,1,1446,5,Male,107,1,2,Sales Executive,1,Married,10769,25677,4,Y,No,17,3,1,80,1,8,3,2,5,3,1,4
35,Travel_Rarely,421,Research & Development,1,3,Life Sciences,1,1447,1,Female,90,2,1,Laboratory Technician,4,Married,3854,3893,5,Y,No,17,2,1,80,1,8,2,1,6,4,1,3
42,Travel_Rarely,1315,Research & Development,5,5,Medical,1,1448,1,Male,92,4,1,Research Scientist,4,Divorced,2425,5700,2,Y,Yes,14,3,1,80,0,8,5,2,5,2,1,4
41,Non-Travel,862,Research & Development,9,4,Other,1,1449,1,Male,105,3,2,Laboratory Technician,1,Married,4889,30029,3,Y,No,23,2,1,80,2,12,2,4,9,7,1,8
32,Travel_Rarely,334,Sales,16,2,Life Sciences,1,1453,1,Male,32,3,3,Sales Executive,5,Divorced,12628,8596,1,Y,No,17,4,4,80,1,14,6,3,14,7,10,10
46,Travel_Rarely,1064,Research & Development,15,3,Medical,1,1460,2,Male,97,1,3,Healthcare Representative,1,Divorced,11394,20360,2,Y,Yes,5,2,4,80,1,25,5,3,8,7,1,8
32,Travel_Rarely,1468,Human Resources,8,2,Medical,1,1461,1,Female,101,4,1,Human Resources,1,Single,2468,25839,9,Y,No,17,4,5,80,0,9,3,3,4,2,1,3
46,Travel_Rarely,1484,Research & Development,22,3,Technical Degree,1,1465,2,Male,56,1,3,Manufacturing Director,4,Married,10787,15088,4,Y,Yes,15,2,5,80,2,11,4,4,4,1,2,3
49,Travel_Rarely,1587,Sales,7,3,Marketing,1,1466,1,Male,125,3,4,Sales Executive,1,Divorced,6583,32234,4,Y,Yes,20,4,2,80,3,16,2,3,3,2,3,3
41,Non-Travel,305,Research & Development,8,1,Medical,1,1468,4,Male,77,4,5,Research Director,1,Divorced,16921,35249,2,Y,No,23,5,1,80,2,17,5,1,10,8,5,9
29,Travel_Rarely,888,Sales,5,3,Medical,1,1469,5,Male,86,3,2,Sales Executive,1,Single,9902,24077,0,Y,No,17,3,5,80,0,7,4,3,6,4,2,4
45,Non-Travel,1373,Research & Development,5,3,Life Sciences,1,1471,4,Male,126,2,1,Laboratory Technician,4,Single,3826,11162,3,Y,No,21,4,2,80,0,8,2,3,6,2,1,4
54,Travel_Rarely,402,Research & Development,2,3,Medical,1,1472,2,Male,35,4,4,Research Director,1,Single,18424,17788,4,Y,No,11,2,1,80,0,36,3,2,10,8,9,9
50,Travel_Rarely,1645,Research & Development,5,4,Technical Degree,1,1473,4,Male,106,3,2,Healthcare Representative,3,Married,7782,23687,2,Y,No,17,2,1,80,1,21,0,2,4,2,2,3
41,Travel_Rarely,806,Research & Development,1,3,Medical,1,1474,1,Male,61,3,1,Research Scientist,1,Divorced,2462,7241,2,Y,No,5,2,3,80,1,9,6,4,4,1,2,3
45,Travel_Rarely,1540,Research & Development,20,3,Life Sciences,1,1475,4,Male,51,3,1,Research Scientist,1,Single,3933,22216,1,Y,No,15,2,4,80,0,7,3,2,6,2,2,4
34,Travel_Frequently,430,Sales,7,3,Medical,1,1477,4,Male,54,3,2,Sales Executive,1,Married,4592,17456,0,Y,No,5,3,1,80,2,6,2,1,5,3,1,4
35,Travel_Rarely,1193,Sales,3,3,Other,1,1478,4,Male,73,1,2,Sales Executive,1,Single,5282,14302,3,Y,Yes,11,3,4,80,0,16,5,3,14,9,4,13
31,Travel_Rarely,1901,Sales,16,1,Life Sciences,1,1479,2,Male,134,3,4,Sales Executive,3,Married,6361,4115,8,Y,No,20,2,4,80,2,5,1,2,3,1,3,3
43,Travel_Frequently,823,Research & Development,9,2,Medical,1,1480,1,Female,81,4,1,Laboratory Technician,2,Single,3857,18104,1,Y,Yes,5,3,3,80,0,13,3,3,13,9,6,9
45,Travel_Frequently,536,Sales,1,5,Marketing,1,1481,2,Female,111,1,4,Sales Executive,1,Married,5006,12995,7,Y,No,5,2,4,80,2,12,3,4,2,0,1,1
31,Non-Travel,1015,Research & Development,7,3,Technical Degree,1,1482,4,Male,66,3,1,Research Scientist,4,Divorced,1338,7331,1,Y,No,5,3,1,80,2,2,2,1,2,0,1,1
58,Travel_Rarely,405,Research & Development,1,2,Life Sciences,1,1483,1,Male,93,4,2,Research Scientist,3,Married,5145,2721,0,Y,No,5,3,1,80,1,14,0,4,13,9,3,9
50,Travel_Rarely,2086,Research & Development,7,4,Life Sciences,1,1484,4,Male,49,3,5,Healthcare Representative,3,Divorced,10989,29327,3,Y,No,5,4,3,80,2,30,4,4,9,7,1,8
35,Travel_Frequently,829,Research & Development,8,3,Medical,1,1485,1,Male,71,3,4,Research Director,1,Divorced,18878,11929,7,Y,No,11,3,4,80,2,17,2,1,15,8,7,10
36,Travel_Rarely,676,Sales,7,1,Life Sciences,1,1492,2,Male,78,1,1,Sales Representative,3,Married,2813,16597,1,Y,No,17,2,4,80,1,2,5,3,2,0,1,1
25,Non-Travel,747,Sales,20,2,Life Sciences,1,1495,2,Female,70,3,1,Sales Representative,1,Married,2257,6393,1,Y,No,11,3,2,80,1,2,2,3,2,0,1,1
45,Travel_Frequently,1670,Research & Development,2,1,Medical,1,1496,4,Male,120,1,5,Manufacturing Director,4,Single,12557,27607,5,Y,Yes,23,2,1,80,0,17,2,2,3,2,3,3
30,Travel_Rarely,1121,Sales,19,3,Life Sciences,1,1497,1,Male,69,2,2,Sales Executive,2,Married,9051,21381,1,Y,Yes,5,2,3,80,2,11,3,3,11,7,1,5
31,Travel_Rarely,347,Human Resources,1,3,Life Sciences,1,1499,1,Male,48,1,1,Human Resources,4,Divorced,2415,16199,0,Y,No,17,4,1,80,1,7,6,4,6,3,2,4
56,Travel_Rarely,1352,Research & Development,6,4,Life Sciences,1,1501,2,Male,33,3,2,Healthcare Representative,3,Married,4721,17757,0,Y,Yes,17,2,1,80,0,5,3,3,4,2,2,3
34,Travel_Rarely,1429,Research & Development,4,4,Medical,1,1502,1,Female,107,2,1,Laboratory Technician,3,Married,4721,10650,8,Y,No,23,2,4,80,0,9,5,1,6,4,1,3
48,Travel_Rarely,799,Sales,14,3,Medical,1,1503,4,Female,109,3,4,Sales Executive,4,Divorced,4821,33880,3,Y,Yes,5,4,4,80,2,12,4,2,6,4,2,3
29,Travel_Rarely,1281,Research & Development,1,3,Life Sciences,1,1506,1,Male,65,4,1,Research Scientist,1,Divorced,1641,11277,1,Y,No,5,2,3,80,1,2,1,4,2,0,1,1
29,Travel_Frequently,654,Sales,4,3,Life Sciences,1,1507,3,Male,77,3,4,Sales Executive,2,Single,5927,16558,0,Y,No,21,4,4,80,0,6,5,3,5,2,2,4
50,Travel_Rarely,298,Research & Development,6,2,Medical,1,1509,1,Female,47,2,2,Laboratory Technician,1,Married,5603,25377,4,Y,No,17,2,4,80,1,11,6,1,4,2,2,3
30,Travel_Frequently,431,Research & Development,3,1,Life Sciences,1,1513,4,Female,102,3,1,Laboratory Technician,1,Married,3657,4901,0,Y,No,15,3,1,80,3,5,3,3,4,2,1,3
29,Travel_Rarely,1191,Research & Development,22,1,Life Sciences,1,1514,1,Male,106,0,2,Manufacturing Director,1,Married,7466,3490,1,Y,No,14,4,2,80,2,9,2,1,9,6,2,8
34,Travel_Rarely,722,Research & Development,6,5,Life Sciences,1,1515,4,Male,97,3,2,Healthcare Representative,4,Single,6707,30869,2,Y,Yes,5,4,1,80,0,15,9,4,1,0,1,0
33,Travel_Rarely,644,Research & Development,10,3,Medical,1,1516,4,Male,83,3,5,Manager,4,Single,13830,27394,2,Y,No,23,2,3,80,0,11,8,1,6,2,1,1
55,Travel_Frequently,1103,Research & Development,11,4,Medical,1,1520,2,Female,91,1,4,Manager,2,Divorced,18437,25679,3,Y,No,15,2,4,80,1,27,5,3,15,9,2,13
45,Travel_Rarely,190,Research & Development,28,3,Life Sciences,1,1523,4,Male,45,3,4,Research Director,1,Married,17144,30904,3,Y,No,5,4,3,80,2,25,-2,4,21,6,15,18
40,Travel_Rarely,1525,Research & Development,6,3,Life Sciences,1,1525,2,Female,45,1,5,Manufacturing Director,3,Single,8795,12810,4,Y,No,5,5,4,80,0,10,4,3,3,0,3,3
47,Travel_Rarely,251,Sales,3,3,Life Sciences,1,1527,1,Female,56,3,4,Manager,2,Married,17436,12518,8,Y,No,5,2,2,80,1,24,2,4,14,12,6,0
36,Travel_Rarely,1132,Research & Development,32,3,Life Sciences,1,1529,2,Female,100,2,3,Healthcare Representative,4,Single,9811,23315,1,Y,No,14,4,2,80,0,12,6,1,12,8,4,4
24,Travel_Rarely,659,Research & Development,30,1,Life Sciences,1,1533,1,Male,126,3,2,Laboratory Technician,3,Single,2386,32256,0,Y,No,5,4,3,80,0,6,2,1,5,3,2,3
35,Travel_Rarely,1020,Sales,1,3,Technical Degree,1,1535,4,Male,67,2,3,Sales Executive,1,Married,8287,12902,1,Y,No,17,4,4,80,0,11,6,3,11,9,9,7
51,Travel_Frequently,350,Research & Development,44,5,Medical,1,1539,4,Male,92,0,4,Research Director,1,Single,16861,25673,1,Y,Yes,17,3,2,80,0,33,3,3,33,6,14,10
35,Travel_Rarely,1512,Sales,5,2,Technical Degree,1,1541,1,Male,58,3,1,Sales Representative,1,Married,2700,5191,0,Y,Yes,17,3,1,80,1,13,3,3,12,10,6,8
43,Travel_Rarely,1331,Research & Development,2,3,Medical,1,1542,1,Male,75,1,1,Laboratory Technician,2,Married,5664,26457,4,Y,Yes,17,4,4,80,1,5,5,3,2,0,1,1
38,Travel_Rarely,691,Research & Development,10,3,Medical,1,1543,4,Male,48,4,2,Research Scientist,1,Married,4928,3107,1,Y,No,15,4,1,80,0,11,2,1,11,8,4,8
30,Travel_Rarely,485,Research & Development,8,1,Other,1,1544,3,Female,43,4,2,Healthcare Representative,4,Married,11172,8017,3,Y,No,15,4,3,80,1,10,3,1,8,7,1,8
34,Travel_Rarely,604,Research & Development,19,3,Life Sciences,1,1545,4,Male,46,4,2,Manufacturing Director,4,Single,4536,25360,1,Y,No,5,2,2,80,0,6,-1,3,6,3,1,3
46,Travel_Rarely,1045,Research & Development,28,3,Technical Degree,1,1546,2,Male,107,3,1,Research Scientist,2,Married,2452,5044,4,Y,No,15,3,5,80,1,9,6,3,6,4,1,4
43,Travel_Frequently,259,Research & Development,2,3,Life Sciences,1,1547,2,Male,36,1,3,Healthcare Representative,4,Married,10630,16750,2,Y,Yes,5,2,2,80,1,25,2,0,21,8,14,10
41,Travel_Rarely,1610,Sales,9,2,Medical,1,1548,1,Male,56,3,4,Sales Executive,3,Married,6568,23214,0,Y,No,20,4,2,80,0,10,5,4,9,4,8,2
34,Travel_Rarely,648,Research & Development,28,4,Life Sciences,1,1549,1,Male,87,1,2,Laboratory Technician,3,Married,5936,25244,1,Y,Yes,14,3,4,80,1,16,3,3,16,14,6,8
41,Travel_Rarely,943,Human Resources,6,2,Medical,1,1550,1,Male,40,3,4,Manager,5,Single,19231,18250,1,Y,Yes,17,2,4,80,0,22,2,1,22,7,8,8
25,Travel_Rarely,420,Research & Development,16,2,Technical Degree,1,1551,1,Male,68,2,1,Laboratory Technician,2,Married,2824,12043,0,Y,No,23,2,4,80,3,3,0,3,2,1,1,1
41,Non-Travel,1028,Research & Development,16,2,Life Sciences,1,1552,2,Male,65,3,2,Healthcare Representative,2,Divorced,4354,7957,3,Y,Yes,7,2,3,80,0,9,1,3,3,2,3,3
46,Travel_Rarely,484,Research & Development,1,4,Technical Degree,1,1553,1,Male,59,1,3,Healthcare Representative,1,Married,7813,18840,1,Y,No,5,3,1,80,3,11,3,1,11,8,8,8
36,Travel_Rarely,1402,Sales,28,4,Life Sciences,1,1554,2,Female,98,1,1,Sales Representative,1,Married,2552,26204,0,Y,No,5,3,1,80,2,7,5,3,6,3,5,3
33,Travel_Rarely,845,Research & Development,5,2,Life Sciences,1,1555,2,Female,69,2,2,Research Scientist,1,Divorced,6701,16015,3,Y,No,14,2,4,80,1,13,2,3,8,1,3,6
